ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-000226,EMP-00367,,HR Technology,Open,2025-05-11,,EMP-00045,
TKT-000227,EMP-00149,,Payroll,Closed,2025-10-24,2025-11-16,EMP-00398,Eye environment teach world quickly believe while.
TKT-000228,EMP-00154,,HR Technology,In Progress,2025-01-26,,EMP-00399,
TKT-000229,EMP-00008,DEL-ROLE-023,Learning & Development,Closed,2025-06-13,2025-07-12,EMP-00395,Try yeah term camera tend economic represent stock.
TKT-000230,EMP-00067,ENG-SR,Learning & Development,Closed,2025-09-19,2025-10-03,EMP-00393,Majority officer environmental increase later plant they behavior.
TKT-000231,EMP-00277,,HR Technology,Closed,2025-05-07,2025-06-13,EMP-00394,Seek reason theory lawyer maintain old than suggest behavior will.
TKT-000232,EMP-00058,,Payroll,Closed,2025-05-14,2025-05-20,EMP-00044,Sure somebody huge why station manager follow exist.
TKT-000233,EMP-00007,ENG-IC1,Onboarding,Closed,2025-07-29,2025-08-06,EMP-00392,Official not magazine gas radio any between six least buy.
TKT-000234,EMP-00162,CS-IC1,Compensation,Closed,2025-11-15,2025-11-10,EMP-00391,Kid a when dark read car.
TKT-000235,EMP-00130,,HR Technology,Closed,2025-08-20,2025-11-25,EMP-00045,City usually ever pressure economy head tough.
TKT-000236,EMP-00347,,Policy & Benefits,Closed,2025-03-25,2025-04-11,EMP-00395,Appear personal rise sense investment before.
TKT-000237,EMP-00327,PM-SR,Learning & Development,Closed,2025-12-25,2025-12-31,EMP-00399,Ability live car difficult quite.
TKT-000238,EMP-00271,HR-IC2,Onboarding,Closed,2025-01-14,2025-02-01,EMP-00395,Account gas building team.
TKT-000239,EMP-00385,,HR Technology,Open,2025-12-20,,EMP-00393,
TKT-000240,EMP-00026,,Employee Relations,Closed,2025-10-27,2025-12-21,EMP-00396,Local director become south billion happen.
TKT-000241,EMP-00038,CS-IC2,Offboarding,Closed,2025-05-09,2025-05-28,EMP-00393,Case similar send card year central most.
TKT-000242,EMP-00046,,Payroll,Closed,2025-12-16,2025-12-30,EMP-00391,Particular clearly goal defense.
TKT-000243,EMP-00231,,HR Technology,Closed,2025-08-10,2025-10-04,EMP-00394,Turn pattern kind describe to cause.
TKT-000244,EMP-00149,,Payroll,Closed,2025-02-03,2025-02-24,EMP-00395,Operation himself white fire cause everybody.
TKT-000245,EMP-00331,,Payroll,Closed,2025-08-10,2025-09-04,EMP-00045,Easy over return expect wait.
TKT-000246,EMP-00144,,Employee Relations,Closed,2025-08-26,2025-10-19,EMP-00399,Summer probably feeling military meeting.
TKT-000247,EMP-00233,,Policy & Benefits,Closed,2025-04-30,2025-05-21,EMP-00399,Far approach today west manager both matter order.
TKT-000248,EMP-00194,,HR Technology,Closed,2025-06-16,2025-08-09,EMP-00391,Thousand activity guess first hit stuff inside national common likely.
TKT-000249,EMP-00101,,Policy & Benefits,Closed,2025-12-02,2025-12-09,EMP-00394,Admit attack energy always art.
TKT-000250,EMP-00100,PM-MGR,Onboarding,Closed,2025-10-11,2025-10-08,EMP-00396,Media pick may indeed reduce bar Mr pattern.
TKT-000251,EMP-00318,CS-IC1,Compensation,Closed,2025-09-10,2025-09-28,EMP-00392,Base bad TV window choice force only.
TKT-000252,EMP-00214,,Employee Relations,Closed,2025-09-01,2025-08-29,EMP-00396,Financial join well draw each.
TKT-000253,EMP-00142,HR-IC2,Offboarding,Closed,2025-01-05,2025-01-12,EMP-00393,Break partner area program price compare actually case activity.
TKT-000254,EMP-00008,,Policy & Benefits,Closed,2025-03-29,2025-04-01,EMP-00397,Well mission situation result cold camera sit environmental though.
TKT-000255,EMP-00330,,Policy & Benefits,Closed,2025-09-10,2025-09-17,EMP-00394,Friend investment model enjoy window.
TKT-000256,EMP-00185,,HR Technology,Closed,2025-10-26,2025-12-31,EMP-00396,Baby lawyer growth matter note happy effort bill off reveal direction.
TKT-000257,EMP-00045,ENG-STAFF,Learning & Development,Closed,2025-12-20,2025-12-31,EMP-00399,Able teach activity animal hair turn condition whether along sort.
TKT-000258,EMP-00011,CS-IC1,Offboarding,Closed,2025-11-24,2025-12-08,EMP-00391,Different eat trouble floor step number budget pull apply.
TKT-000259,EMP-00100,,HR Technology,Closed,2025-07-19,2025-10-23,EMP-00044,Source wonder west attention let executive suddenly.
TKT-000260,EMP-00050,,HR Technology,Closed,2025-04-26,2025-08-05,EMP-00397,Beat lead hard factor six science drug happy.
TKT-000261,EMP-00403,ENG-MGR,Onboarding,Closed,2025-07-02,2025-07-14,EMP-00391,Young simply run national somebody character usually agency must.
TKT-000262,EMP-00283,,HR Technology,Closed,2025-10-27,2025-12-29,EMP-00398,Week ability price support.
TKT-000263,EMP-00179,HR-MGR,Onboarding,Closed,2025-03-16,2025-03-24,EMP-00395,Billion morning draw man art young Republican.
TKT-000264,EMP-00060,PM-SR,Learning & Development,Closed,2025-04-21,2025-05-14,EMP-00392,Analysis discuss suddenly including time.
TKT-000265,EMP-00053,,HR Technology,In Progress,2025-02-09,,EMP-00044,
TKT-000266,EMP-00061,,Payroll,Closed,2025-02-07,2025-02-09,EMP-00394,Window be believe card star avoid nothing itself who.
TKT-000267,EMP-00204,,Payroll,Closed,2025-01-11,2025-01-17,EMP-00396,Factor surface unit hotel story for laugh.
TKT-000268,EMP-00370,,Payroll,Closed,2025-06-17,2025-06-24,EMP-00393,Avoid dark sister once choice clearly letter.
TKT-000269,EMP-00152,,Payroll,Closed,2025-06-21,2025-07-27,EMP-00397,Building group show later leg system bed space.
TKT-000270,EMP-00215,,HR Technology,Closed,2025-02-01,2025-03-16,EMP-00396,Step recent American structure foreign before eat.
TKT-000271,EMP-00082,,Payroll,Closed,2025-08-03,2025-08-09,EMP-00392,How any federal star community weight take new.
TKT-000272,EMP-00249,,HR Technology,Closed,2025-06-22,2025-09-25,EMP-00399,Economic left sound cause activity store work candidate statement head.
TKT-000273,EMP-00194,MKT-IC2,Offboarding,Open,2025-03-02,,EMP-00398,
TKT-000274,EMP-00291,ENG-MGR,Offboarding,Closed,2025-01-31,2025-02-04,EMP-00394,Visit base only true avoid young cup position speak begin suggest.
TKT-000275,EMP-00013,,Policy & Benefits,Closed,2025-09-25,2025-10-17,EMP-00391,Business walk anything under item right many him.
TKT-000276,EMP-00207,,HR Technology,Closed,2025-01-27,2025-02-10,EMP-00045,Common Democrat cost evidence third alone people early far.
TKT-000277,EMP-00221,,Payroll,Closed,2025-04-24,2025-05-10,EMP-00044,Third look because him information poor something eat.
TKT-000278,EMP-00085,,HR Technology,Closed,2025-02-14,2025-02-24,EMP-00044,Some writer site grow name machine tree maybe home conference.
TKT-000279,EMP-00083,,Policy & Benefits,Open,2025-08-04,,EMP-00391,
TKT-000280,EMP-00029,PM-MGR,Offboarding,Closed,2025-06-11,2025-06-16,EMP-00398,Others ahead specific exactly speak line group once.
TKT-000281,EMP-00197,,Payroll,Closed,2025-09-28,2025-10-06,EMP-00391,Wind beyond prevent entire staff true argue.
TKT-000282,EMP-00149,,HR Technology,Closed,2025-05-20,2025-06-20,EMP-00392,Offer work home very yard community door.
TKT-000283,EMP-00036,,HR Technology,Closed,2025-01-09,2025-02-14,EMP-00398,South recently trial agreement red way nor none.
TKT-000284,EMP-00134,,HR Technology,Closed,2025-03-05,2025-04-12,EMP-00398,Student special wife my compare also.
TKT-000285,EMP-00118,HR-IC2,Offboarding,Closed,2025-04-01,2025-04-22,EMP-00391,Discussion despite money a truth.
TKT-000286,EMP-00207,,Employee Relations,Closed,2025-11-21,2025-11-29,EMP-00045,Southern future concern sort than arrive.
TKT-000287,EMP-00238,ENG-SR,Onboarding,Closed,2025-03-14,2025-04-18,EMP-00392,Only true similar suffer team whether.
TKT-000288,EMP-00343,,Employee Relations,Open,2025-10-07,,EMP-00396,
TKT-000289,EMP-00063,PM-IC2,Onboarding,Closed,2025-05-29,2025-07-10,EMP-00392,Relate product only from follow wish run join.
TKT-000290,EMP-00096,DEL-ROLE-023,Offboarding,Closed,2025-03-02,2025-03-07,EMP-00398,Power company why really up skin development open compare.
TKT-000291,EMP-00205,,Payroll,Closed,2025-03-24,2025-04-11,EMP-00397,Safe family concern ability reduce of surface.
TKT-000292,EMP-00047,,Payroll,Closed,2025-03-06,2025-03-22,EMP-00397,Allow own TV whose determine not view cell seat draw.
TKT-000293,EMP-00322,DEL-ROLE-023,Compensation,Closed,2025-03-05,2025-04-19,EMP-00395,Collection those become remember police though land enter.
TKT-000294,EMP-00351,CS-IC2,Offboarding,In Progress,2025-08-07,,EMP-00398,
TKT-000295,EMP-00203,DEL-ROLE-041,Onboarding,Closed,2025-01-30,2025-02-06,EMP-00392,Really go skin result answer just information.
TKT-000296,EMP-00291,ENG-IC1,Onboarding,Closed,2025-02-18,2025-03-03,EMP-00394,This manage her national big look.
TKT-000297,EMP-00103,DATA-MGR,Offboarding,Closed,2025-12-06,2025-12-09,EMP-00391,Prepare reach class available suffer far five weight avoid color.
TKT-000298,EMP-00079,,Policy & Benefits,Closed,2025-07-25,2025-08-08,EMP-00394,Claim avoid walk within full world throw relate.
TKT-000299,EMP-00335,DATA-SR,Learning & Development,Closed,2025-10-24,2025-11-13,EMP-00397,Wall close threat church big day couple recent reveal.
TKT-000300,EMP-00068,,Policy & Benefits,Closed,2025-02-04,2025-02-25,EMP-00393,Enter example down anyone occur style child guess into far.
TKT-000301,EMP-00128,,Employee Relations,In Progress,2025-04-11,,EMP-00392,
TKT-000302,EMP-00308,,Policy & Benefits,Closed,2025-11-28,2025-12-01,EMP-00397,Outside current agent color factor bank such final however major produce.
TKT-000303,EMP-00080,,Employee Relations,Closed,2025-12-17,2025-12-31,EMP-00394,Politics hold he high cost.
TKT-000304,EMP-00148,MKT-IC2,Offboarding,Closed,2025-12-15,2025-12-23,EMP-00393,Enjoy let difficult environmental article.
TKT-000305,EMP-00093,FIN-MGR,Offboarding,Closed,2025-04-17,2025-04-20,EMP-00393,Beat gas must wife operation.
TKT-000306,EMP-00394,SALES-IC2,Compensation,Closed,2025-03-02,2025-03-28,EMP-00399,Article hit mission whole reach view of dog federal house.
TKT-000307,EMP-00247,,Payroll,Closed,2025-10-09,2025-11-14,EMP-00391,Maybe too song quality per.
TKT-000308,EMP-00114,,HR Technology,Closed,2025-12-17,2025-12-31,EMP-00394,We last we cold deep cover.
TKT-000309,EMP-00398,,HR Technology,Closed,2025-02-03,2025-04-02,EMP-00396,Interest write itself young physical.
TKT-000310,EMP-00122,FIN-IC2,Offboarding,Closed,2025-01-16,2025-01-23,EMP-00396,Election treat trial attack hold however for everybody leader them.
TKT-000311,EMP-00346,,Employee Relations,Closed,2025-09-08,2025-10-02,EMP-00044,Onto site both change note old who beyond black single size.
TKT-000312,EMP-00115,,Payroll,Closed,2025-08-13,2025-08-27,EMP-00394,They there enough pressure occur list common idea peace race.
TKT-000313,EMP-00101,,Policy & Benefits,Closed,2025-05-07,2025-05-19,EMP-00395,Although threat former down second TV today after.
TKT-000314,EMP-00099,DATA-MGR,Onboarding,Closed,2025-12-28,2025-12-31,EMP-00397,Financial successful teach range win direction feel.
TKT-000315,EMP-00350,,HR Technology,Closed,2025-08-09,2025-08-24,EMP-00044,Similar fly rock painting become kid tree imagine machine.
TKT-000316,EMP-00265,,Payroll,In Progress,2025-07-18,,EMP-00044,
TKT-000317,EMP-00080,,Policy & Benefits,Closed,2025-08-01,2025-08-06,EMP-00397,Test start middle city find medical career surface these ahead.
TKT-000318,EMP-00155,MKT-MGR,Onboarding,Closed,2025-06-08,2025-06-11,EMP-00391,Themselves customer arm almost anything growth.
TKT-000319,EMP-00244,,Payroll,In Progress,2025-08-21,,EMP-00396,
TKT-000320,EMP-00329,,Policy & Benefits,Closed,2025-03-08,2025-03-12,EMP-00394,Ever statement measure play buy air.
TKT-000321,EMP-00210,FIN-MGR,Learning & Development,Closed,2025-01-14,2025-02-07,EMP-00392,Major land whether listen necessary general study else.
TKT-000322,EMP-00016,,HR Technology,In Progress,2025-01-29,,EMP-00393,
TKT-000323,EMP-00158,SALES-MGR,Learning & Development,Closed,2025-10-27,2025-12-16,EMP-00044,Expect hit clear occur who.
TKT-000324,EMP-00037,,HR Technology,Closed,2025-07-13,2025-08-10,EMP-00398,Positive question especially important after sister should.
TKT-000325,EMP-00375,CS-MGR,Onboarding,Closed,2025-07-15,2025-08-13,EMP-00396,Listen car community song.
TKT-000326,EMP-00365,ENG-IC2,Offboarding,Closed,2025-02-10,2025-02-22,EMP-00045,Education source figure whom poor interest heavy.
TKT-000327,EMP-00263,,Payroll,In Progress,2025-10-31,,EMP-00398,
TKT-000328,EMP-00371,,HR Technology,In Progress,2025-12-04,,EMP-00399,
TKT-000329,EMP-00272,CS-MGR,Offboarding,Open,2025-06-05,,EMP-00399,
TKT-000330,EMP-00303,,Policy & Benefits,Closed,2025-09-30,2025-10-13,EMP-00399,Learn design few minute perhaps once account yourself.
TKT-000331,EMP-00386,,Policy & Benefits,Closed,2025-02-10,2025-02-15,EMP-00392,No order executive range loss from everybody foot.
TKT-000332,EMP-00292,,Policy & Benefits,Closed,2025-03-11,2025-03-27,EMP-00392,End represent throughout federal change she tonight.
TKT-000333,EMP-00387,,Payroll,Closed,2025-02-20,2025-03-08,EMP-00398,Identify floor cause agent market fast trade identify say on.
TKT-000334,EMP-00254,,HR Technology,Closed,2025-12-29,2025-12-31,EMP-00399,Staff gas require rather point little wait grow feel color.
TKT-000335,EMP-00313,DEL-ROLE-041,Onboarding,Closed,2025-04-04,2025-04-27,EMP-00399,Congress best campaign else space several consumer quite friend become.
TKT-000336,EMP-00153,,Payroll,Closed,2025-07-25,2025-08-17,EMP-00395,Development the inside thought he one less brother.
TKT-000337,EMP-00293,,Payroll,Closed,2025-12-08,2025-12-31,EMP-00045,Term on want author threat.
TKT-000338,EMP-00317,ENG-STAFF,Onboarding,Closed,2025-07-12,2025-07-23,EMP-00399,Build quite morning including that character yeah garden would.
TKT-000339,EMP-00287,CS-IC1,Offboarding,Closed,2025-09-26,2025-09-29,EMP-00392,Century television Congress ball forward would finish around later.
TKT-000340,EMP-00265,ENG-MGR,Onboarding,Closed,2025-09-14,2025-09-20,EMP-00044,Seven collection share majority shake because.
TKT-000341,EMP-00099,DEL-ROLE-023,Onboarding,Closed,2025-12-12,2025-12-31,EMP-00396,Its investment investment local above move room wear throughout series most.
TKT-000342,EMP-00083,,Employee Relations,Closed,2025-01-27,2025-02-06,EMP-00398,Quality phone eat really.
TKT-000343,EMP-00281,,Policy & Benefits,Closed,2025-05-18,2025-05-27,EMP-00394,Fine bill me fill assume animal way lay.
TKT-000344,EMP-00402,,HR Technology,Closed,2025-01-10,2025-02-20,EMP-00044,Others full thousand yet garden top grow could way truth.
TKT-000345,EMP-00020,ENG-STAFF,Onboarding,Closed,2025-04-09,2025-04-22,EMP-00045,Affect difference world deep against mean but represent.
TKT-000346,EMP-00388,,HR Technology,Closed,2025-02-18,2025-03-10,EMP-00397,Heart policy side perhaps order.
TKT-000347,EMP-00390,,Employee Relations,Closed,2025-09-20,2025-12-06,EMP-00398,Product president after ready indicate.
TKT-000348,EMP-00106,,Policy & Benefits,Closed,2025-08-02,2025-08-23,EMP-00393,Buy education reduce day rate act inside big.
TKT-000349,EMP-00290,,HR Technology,Closed,2025-07-15,2025-08-02,EMP-00397,Establish paper case store bit responsibility brother box blood cup.
TKT-000350,EMP-00167,SALES-SR,Offboarding,Closed,2025-01-23,2025-01-28,EMP-00395,Sing story win group important civil.
TKT-000351,EMP-00351,,Policy & Benefits,Closed,2025-08-22,2025-09-16,EMP-00393,Many debate value former able public trade structure protect chance.
TKT-000352,EMP-00256,,HR Technology,Closed,2025-12-06,2025-12-18,EMP-00399,Single avoid rich toward popular.
TKT-000353,EMP-00226,ENG-SR,Learning & Development,Closed,2025-01-19,2025-03-18,EMP-00396,Write fast less between company always fact soon fine.
TKT-000354,EMP-00275,,HR Technology,Closed,2025-10-22,2025-11-28,EMP-00397,Believe serve animal system professional.
TKT-000355,EMP-00349,,HR Technology,In Progress,2025-08-16,,EMP-00399,
TKT-000356,EMP-00211,,Payroll,Closed,2025-09-29,2025-10-17,EMP-00393,Forget thus western environmental run head.
TKT-000357,EMP-00329,DEL-ROLE-017,Learning & Development,Closed,2025-05-30,2025-06-12,EMP-00396,Consumer husband while even history surface son power.
TKT-000358,EMP-00044,SALES-IC2,Offboarding,Closed,2025-10-11,2025-10-30,EMP-00393,Both receive around wall city indeed.
TKT-000359,EMP-00310,HR-MGR,Learning & Development,Closed,2025-09-30,2025-10-06,EMP-00392,Lot notice just particularly single particularly television they road through.
TKT-000360,EMP-00298,,HR Technology,In Progress,2025-04-28,,EMP-00393,
TKT-000361,EMP-00044,EXEC,Onboarding,Closed,2025-12-08,2025-12-30,EMP-00045,Turn both in animal energy fire relate question should.
TKT-000362,EMP-00339,,HR Technology,Closed,2025-03-11,2025-06-17,EMP-00045,Rich difference what their mind read peace item risk loss.
TKT-000363,EMP-00392,CS-IC2,Onboarding,Closed,2025-04-08,2025-04-29,EMP-00393,Chance step throughout party activity various measure light.
TKT-000364,EMP-00052,ENG-STAFF,Onboarding,Closed,2025-07-07,2025-08-04,EMP-00397,Thank avoid man drive wife anyone development poor idea.
TKT-000365,EMP-00137,SALES-SR,Offboarding,Closed,2025-12-04,2025-12-24,EMP-00392,Bad know of because material firm wonder.
TKT-000366,EMP-00156,,Payroll,Closed,2025-11-23,2025-12-06,EMP-00396,Bill include news a.
TKT-000367,EMP-00076,CS-IC1,Onboarding,Closed,2025-04-16,2025-05-13,EMP-00393,Social white point three none.
TKT-000368,EMP-00300,,Policy & Benefits,Closed,2025-05-18,2025-06-06,EMP-00399,Wear guy approach development lawyer nice people list price.
TKT-000369,EMP-00001,EXEC,Learning & Development,Open,2025-11-01,,EMP-00398,
TKT-000370,EMP-00100,,Policy & Benefits,Closed,2025-06-03,2025-06-21,EMP-00397,Box service develop game stop who factor miss reduce.
TKT-000371,EMP-00304,SALES-MGR,Offboarding,Closed,2025-02-18,2025-02-26,EMP-00393,To manage state score important.
TKT-000372,EMP-00039,,HR Technology,Closed,2025-07-10,2025-08-07,EMP-00399,Particularly could us hotel lead sit response.
